Titre sans typo	site :titre	num:volume	site:promotion	num:pp	ordre	identifiant	path	Auteur principal et sa Fonction	site :nom	site :prenom	Noter ici tout ce qui peut servir au prestataire	Autorité IdRef Forme retenue	IdRef ou ARK	num:ordre	num:id	site :id	Date d'édition	Promotion	TOME	COTE Thèse AN AB XXVIII 	ppn thèse (NC=non catalogué)	Lieu	Début-Fin de période	Dimensions en cm	Cote Thèse BENC	Renseigner : contribue au constat d'état	site :tri	site :sexe	site :notBefore	site :notAfter	site :professeur	site :lodel
Un conseiller de Charles VIII, Guillaume Briçonnet, cardinal de Saint-Malo (1445-1514)	Un conseiller de Charles_VIII, Guillaume_Briçonnet (1445-1514)	6-1893-1897	1894	5-13	02	ENCPOS_1894_02	ENCPOS/1894/ENCPOS_1894_02/	Dunoyer, Alphonse	Dunoyer	Alphonse						189402		1894			NC		1445-1514			bon état	dunoyer	1	1445	1514		
Essai sur le siège de Paris par Henri IV	Essai sur le siège de Paris par Henri_IV	6-1893-1897	1894	15-25	03	ENCPOS_1894_03	ENCPOS/1894/ENCPOS_1894_03/	Gérard, Albert	Gérard	Albert						189403		1894			NC		1588-1594			bon état	gerard	1	1588	1594		
Étude sur l’architecture religieuse aux xie et xiie siècles dans l’ancien diocèse de Meaux	Étude sur l’architecture religieuse aux <abbr>xi<sup>e</sup></abbr> et <abbr>xii<sup>e</sup></abbr> siècles dans l’ancien diocèse de Meaux	6-1893-1897	1894	27-30	04	ENCPOS_1894_04	ENCPOS/1894/ENCPOS_1894_04/	Join-Lambert, Octave	Join-Lambert	Octave						189404		1894			NC		1000-1199			bon état	joinlambert	1	1000	1199		
Essai sur les présidiaux : histoire et juridiction civile (1552-1790)	Essai sur les présidiaux (1552-1790)	6-1893-1897	1894	31-36	05	ENCPOS_1894_05	ENCPOS/1894/ENCPOS_1894_05/	Laurain, Ernest	Laurain	Ernest						189405		1894			NC		1552-1790			bon état	laurain	1	1552	1790		
Les préliminaires du règne de Jean IV, duc de Bretagne (1338-1362)	Les préliminaires du règne de Jean_IV, duc de Bretagne (1338-1362)	6-1893-1897	1894	37-43	06	ENCPOS_1894_06	ENCPOS/1894/ENCPOS_1894_06/	Lemoine, Jean	Lemoine	Jean						189406		1894			NC		1338-1362			bon état	lemoine	1	1338	1362		
Étude sur les biens_nationaux de la Haute-Garonne	Étude sur les biens nationaux de la Haute-Garonne	6-1893-1897	1894	45-54	07	ENCPOS_1894_07	ENCPOS/1894/ENCPOS_1894_07/	Maisonobe, Abel	Maisonobe	Abel						189211		1892			NC		1789-1801			bon état	maisonobe2	1	1789	1801		
Essai sur la crise financière de 1380-1383	Essai sur la crise financière de 1380-1383	6-1893-1897	1894	55-57	08	ENCPOS_1894_08	ENCPOS/1894/ENCPOS_1894_08/	Mirot, Léon	Mirot	Léon						189407		1894			NC		1380-1383			bon état	mirot	1	1380	1383		
Étude historique sur l’industrie du sel en Franche-Comté avant la réunion de cette province à la France	Étude historique sur l’industrie du sel en Franche-Comté	6-1893-1897	1894	59-65	09	ENCPOS_1894_09	ENCPOS/1894/ENCPOS_1894_09/	Prinet, Max	Prinet	Max						189408		1894			NC		0-1894			bon état	prinet	1	0	1894		
Caen et l’état du bailliage de Caen sous la domination anglaise (1417-1450) d'après des documents des dépôts publics de Caen et de Paris	Caen et l’état du bailliage de Caen sous la domination anglaise (1417-1450)	6-1893-1897	1894	67-69	10	ENCPOS_1894_10	ENCPOS/1894/ENCPOS_1894_10/	Vautier, Henri	Vautier	Henri						189409		1894			NC		1417-1450			bon état	vautier	1	1417	1450		
Histoire de la ville de Périgueux et de ses institutions municipales jusqu’au traité de Brétigny (1360)	Histoire de Périgueux et de ses institutions municipales jusqu’en 1360	6-1893-1897	1894	71-86	11	ENCPOS_1894_11	ENCPOS/1894/ENCPOS_1894_11/	Villepelet, Robert	Villepelet	Robert						189410		1894			NC		500-1360			bon état	villepelet	1	500	1360		
pages postliminaires		6-1893-1897	1894	87-	NEXT	ENCPOS_1894_NEXT	ENCPOS/1894/ENCPOS_1894_NEXT/																									
pages liminaires		6-1893-1897	1895	0-4	PREV	ENCPOS_1895_PREV	ENCPOS/1895/ENCPOS_1895_PREV/																									
Essai sur les attributions des procureurs-généraux-syndics, des procureurs-syndics et des procureurs des communes	Essai sur les attributions des procureurs-généraux-syndics, des procureurs-syndics et des procureurs des communes	6-1893-1897	1895	5-10	01	ENCPOS_1895_01	ENCPOS/1895/ENCPOS_1895_01/	Bléry, Albert	Bléry	Albert						189501		1895			NC		1500-1789			bon état	blery	1	1500	1789		
Étude sur les coutumes de Clermont-en-Beauvaisis en 1496	Étude sur les coutumes de Clermont-en-Beauvaisis en 1496	6-1893-1897	1895	11-13	02	ENCPOS_1895_02	ENCPOS/1895/ENCPOS_1895_02/	Bourde De La Rogerie, Henri	Bourde De La Rogerie	Henri						189502		1895			NC		1496-1496			bon état	bourdedelarogerie	1	1496	1496		
Étude sur le droit de gîte, des origines au xe siècle	Étude sur le droit_de_gîte, des origines au <abbr>x<sup>e</sup></abbr> siècle	6-1893-1897	1895	15-19	03	ENCPOS_1895_03	ENCPOS/1895/ENCPOS_1895_03/	Collon, Gaston	Collon	Gaston						189503		1895			NC		500-1099			bon état	collon	1	500	1099		
Hildebert de Lavardin, évêque du Mans, archevêque de Tours (1056-1133) . Sa vie, ses lettres	Hildebert_de_Lavardin, évêque du Mans, archevêque de Tours (1056-1133) . Sa vie, ses lettres	6-1893-1897	1895	21-25	04	ENCPOS_1895_04	ENCPOS/1895/ENCPOS_1895_04/	Dieudonné, Adolphe	Dieudonné	Adolphe						189504		1895			NC		1056-1133			bon état	dieudonne	1	1056	1133		
Histoire de la ville et de la commune de Douai, des origines au xve siècle	Histoire de la ville et de la commune de Douai, des origines au <abbr>xv<sup>e</sup></abbr> siècle	6-1893-1897	1895	27-39	05	ENCPOS_1895_05	ENCPOS/1895/ENCPOS_1895_05/	Espinas, Georges	Espinas	Georges						189505		1895			NC		930-1499			bon état	espinas	1	930	1499		
Essai sur Robert II de la Marck, seigneur de Sedan, mort en 1536	Essai sur Robert_II_de_la_Marck, seigneur de Sedan, mort en 1536	6-1893-1897	1895	41-48	06	ENCPOS_1895_06	ENCPOS/1895/ENCPOS_1895_06/	Goubaux, Robert	Goubaux	Robert						189506		1895			NC		1500-1536			bon état	goubaux	1	1500	1536		
Géographie historique du Berry. Ses divisions et ses juridictions féodales, ecclésiastiques et administratives	Géographie historique du Berry. Ses divisions et ses juridictions féodales, ecclésiastiques et administratives	6-1893-1897	1895	49-51	07	ENCPOS_1895_07	ENCPOS/1895/ENCPOS_1895_07/	Hubert, Eugène	Hubert	Eugène						189507		1895			NC		800-1499			bon état	hubert	1	800	1499		
Essai historique sur l’Hôtel-Dieu de Coutances	Essai historique sur l’Hôtel-Dieu de Coutances	6-1893-1897	1895	53-61	08	ENCPOS_1895_08	ENCPOS/1895/ENCPOS_1895_08/	Lecacheux, Paul	Lecacheux	Paul						189508		1895			NC		500-1895			bon état	lecacheux	1	500	1895		
Étude sur le temporel de l’abbaye Saint-Pierre de Corbie, des origines au xve siècle	Étude sur le temporel de l’abbaye Saint-Pierre de Corbie, des origines au <abbr>xv<sup>e</sup></abbr> siècle	6-1893-1897	1895	63-66	09	ENCPOS_1895_09	ENCPOS/1895/ENCPOS_1895_09/	Petit, Auguste	Petit	Auguste						189509		1895			NC		657-1499			bon état	petit	1	657	1499		
Étude historique et économique sur les moulins de la Franche-Comté et du pays de Montbéliard, du xe siècle à la Révolution	Étude historique et économique sur les moulins de la Franche-Comté et du pays de Montbéliard, du <abbr>x<sup>e</sup></abbr> siècle à la Révolution	6-1893-1897	1895	67-72	10	ENCPOS_1895_10	ENCPOS/1895/ENCPOS_1895_10/	Riat, Georges	Riat	Georges						189510		1895			NC		900-1789			bon état	riat	1	900	1789		
Le procès de Guichard de Troyes (1308-1313)	Le procès de Guichard de Troyes (1308-1313)	6-1893-1897	1895	73-82	11	ENCPOS_1895_11	ENCPOS/1895/ENCPOS_1895_11/	Rigault, Abel	Rigault	Abel						189511		1895			NC		1308-1313			bon état	rigault	1	1308	1313		
pages postliminaires		6-1893-1897	1895	83-	NEXT	ENCPOS_1895_NEXT	ENCPOS/1895/ENCPOS_1895_NEXT/																									
pages liminaires		6-1893-1897	1896	0-4	PREV	ENCPOS_1896_PREV	ENCPOS/1896/ENCPOS_1896_PREV/																									
La Chambre des comptes de ses origines à la fin du xive siècle	La Chambre_des_comptes de ses origines à la fin du <abbr>xiv<sup>e</sup></abbr> siècle	6-1893-1897	1896	5-10	01	ENCPOS_1896_01	ENCPOS/1896/ENCPOS_1896_01/	Jacob, Omer	Jacob	Omer						189601		1896			NC		1256-1399			bon état	jacob	1	1256	1399		
Les baillis de l’Artois. Étude sur l’administration de l’Artois au xiiie siècle	Les baillis de l’Artois. Étude sur l’administration de l’Artois au <abbr>xiii<sup>e</sup></abbr> siècle	6-1893-1897	1896	11-22	02	ENCPOS_1896_02	ENCPOS/1896/ENCPOS_1896_02/	Le Bègue De Germiny, Maxime	Le Bègue De Germiny	Maxime						189602		1896			NC		1200-1299			bon état	lebeguedegerminy	1	1200	1299		
Étude biographique sur le cardinal d’Armagnac (1500-1585)	Étude biographique sur le cardinal d’Armagnac (1500-1585)	6-1893-1897	1896	23-28	03	ENCPOS_1896_03	ENCPOS/1896/ENCPOS_1896_03/	Maruéjouls, Pierre	Maruéjouls	Pierre						189603		1896			NC		1500-1585			bon état	maruejouls	1	1500	1585		
Étude sur les sires de Lusignan, de Hugues Ier à Hugues VIII (xe siècle – 1177)	Étude sur les sires de Lusignan, de Hugues_Ier à Hugues_VIII (X<sup>e</sup> siècle – 1177)	6-1893-1897	1896	29-40	04	ENCPOS_1896_04	ENCPOS/1896/ENCPOS_1896_04/	Poute De Puybaudet, Guy	Poute De Puybaudet	Guy						189604		1896			NC		900-1177			bon état	poutedepuybaudet	1	900	1177		
Essai sur l’influence de l’architecture auvergnate dans le département de l’Allier aux xie et xiie siècles	Essai sur l’influence de l’architecture auvergnate dans le département de l’Allier aux <abbr>xi<sup>e</sup></abbr> et <abbr>xii<sup>e</sup></abbr> siècles	6-1893-1897	1896	41-42	05	ENCPOS_1896_05	ENCPOS/1896/ENCPOS_1896_05/	Royet, Albert	Royet	Albert						189605		1896			NC		1000-1199			bon état	royet	1	1000	1199		
Étude  sur l’architecture religieuse aux xie et xiie siècles dans l’ancien diocèse de Paris	Étude  sur l’architecture religieuse aux <abbr>xi<sup>e</sup></abbr> et <abbr>xii<sup>e</sup></abbr> siècles dans l’ancien diocèse de Paris	6-1893-1897	1896	43-49	06	ENCPOS_1896_06	ENCPOS/1896/ENCPOS_1896_06/	Saint-John De Crévecoeur, Lionel	Saint-John De Crévecoeur	Lionel						189606		1896			NC		1000-1199			bon état	saintjohndecrevecoeur	1	1000	1199		
Étude sur l’architecture religieuse à l’époque romane dans l’ancien diocèse du Puy	Étude sur l’architecture religieuse à l’époque romane dans l’ancien diocèse du Puy	6-1893-1897	1896	51-59	07	ENCPOS_1896_07	ENCPOS/1896/ENCPOS_1896_07/	Thiollier, Noël	Thiollier	Noël						189607		1896			NC		900-1399			bon état	thiollier	1	900	1399		
Les monastères de l’ordre des urbanistes et principalement l’abbaye de Longchamp du xiiie au xviie siècle	Les monastères de l’ordre des urbanistes et principalement l’abbaye de Longchamp du <abbr>xiii<sup>e</sup></abbr> au <abbr>xvii<sup>e</sup></abbr> siècle	6-1893-1897	1896	61-67	08	ENCPOS_1896_08	ENCPOS/1896/ENCPOS_1896_08/	Trouillard, Guy	Trouillard	Guy						189608		1896			NC		1200-1699			bon état	trouillard	1	1200	1699		
pages postliminaires		6-1893-1897	1896	68-	NEXT	ENCPOS_1896_NEXT	ENCPOS/1896/ENCPOS_1896_NEXT/																									
pages liminaires		6-1893-1897	1897	0-4	PREV	ENCPOS_1897_PREV	ENCPOS/1897/ENCPOS_1897_PREV/																									
Étude sur la Pragmatique Sanction sous le règne de Louis XI (1461-1483)	Étude sur la Pragmatique_Sanction sous le règne de Louis_XI	6-1893-1897	1897	5-13	01	ENCPOS_1897_01	ENCPOS/1897/ENCPOS_1897_01/	Chassériaud, Henri	Chassériaud	Henri						189701		1897			NC		1461-1483			bon état	chasseriaud	1	1461	1483		
Pierre le Chantre	Pierre_le_Chantre	6-1893-1897	1897	15-19	02	ENCPOS_1897_02	ENCPOS/1897/ENCPOS_1897_02/	Delatour, Henri	Delatour	Henri						189702		1897			NC		1100-1197			bon état	delatour	1	1100	1197		
Frédéric Morel, imprimeur à Paris de 1557 à 1583	Frédéric_Morel, imprimeur à Paris de 1557 à 1583	6-1893-1897	1897	21-27	03	ENCPOS_1897_03	ENCPOS/1897/ENCPOS_1897_03/	Dumoulin, Joseph	Dumoulin	Joseph						189703		1897			NC		1557-1583			bon état	dumoulin	1	1557	1583		
Biographie du cardinal de Gramont, diplomate français (1500-1534)	Biographie du cardinal_de_Gramont, diplomate français (1500-1534)	6-1893-1897	1897	29-35	04	ENCPOS_1897_04	ENCPOS/1897/ENCPOS_1897_04/	Etchegoyen, d’, Henri	Etchegoyen, d’	Henri						189704		1897			NC		1500-1534			bon état	etchegoyen	1	1500	1534		
Pierre de Razès : Les chroniques de Lymoges (1560-1630), continuées par un anonyme jusqu’en 1644. Introduction & texte annoté	Pierre_de_Razès, Les chroniques de Lymoges (1560-1630), continuées par un anonyme jusqu’en 1644	6-1893-1897	1897	37-40	05	ENCPOS_1897_05	ENCPOS/1897/ENCPOS_1897_05/	Lachenaud, Henri	Lachenaud	Henri						189705		1897			NC		1560-1644			bon état	lachenaud	1	1560	1644		
Le règne de Louis IV d’Outre mer (936-954)	Le règne de Louis_IV d’Outre mer (936-954)	6-1893-1897	1897	41-52	06	ENCPOS_1897_06	ENCPOS/1897/ENCPOS_1897_06/	Lauer, Philippe	Lauer	Philippe						189706		1897			NC		936-954			bon état	lauer	1	936	954		
La Marche de Provence jusqu’aux partages et l’évéché d’Avignon jusqu’à la commune	La Marche de Provence jusqu’aux partages et l’évéché d’Avignon jusqu’à la commune	6-1893-1897	1897	53-68	07	ENCPOS_1897_07	ENCPOS/1897/ENCPOS_1897_07/	Manteyer, De, Georges	Manteyer, De	Georges						189707		1897			NC		800-1032			bon état	manteyer	1	800	1032		
Le rôle de l’administration royale dans ses rapports avec la grande industrie en France aux xviie et xviiie siècles et plus particulièrement de 1669 à 1789	Le rôle de l’administration royale dans ses rapports avec la grande industrie en France aux <abbr>xvii<sup>e</sup></abbr> et <abbr>xviii<sup>e</sup></abbr> siècles et plus particulièrement de 1669 à 1789	6-1893-1897	1897	69-80	08	ENCPOS_1897_08	ENCPOS/1897/ENCPOS_1897_08/	Martin, Germain	Martin	Germain						189708		1897			NC		1669-1789			bon état	martin	1	1669	1789		
